Kanji	English	Reading	Example Sentence	Example Sentence Reading	English Sentence	reading score	writing score
大学	university, college	だいがく	<b>大学</b>に行ってもっと勉強したいです。	<b>だいがく</b> に いって もっと べんきょう したい です	I want to go to college and study more.	0	0
学生	student	がくせい	彼は真面目な<b>学生</b>です。	かれ は まじめ な <b>がくせい</b> です	He's a serious student.	0	0
大学生	university student	だいがくせい	姉は<b>大学生</b>です。	あね は <b>だいがくせい</b> です	My big sister's a college student.	0	0
学校	school	がっこう	<b>学校</b>は8時半に始まります。	<b>がっこう</b> は はちじはん に はじまります	School starts at 8:30.	0	0
やる	do@give (to an inferior)	やる@やる	一緒に宿題を<b>やろう</b>。@犬にえさを<b>やった</b>。	いっしょ に しゅくだい を <b>やろう</b>@いぬ に えさ を <b>やった</b>	Let's do our homework together.@I fed the dog.	0	0
高校生	high school student	こうこうせい	私の弟は<b>高校生</b>です。	わたし の おとうと は <b>こうこうせい</b> です	My little brother's a high school student.	0	0
教える	teach, tell	おしえる	彼は数学を<b>教えています</b>。	かれ は すうがく を <b>おしえて います</b>	He teaches mathematics.	0	0
勉強	study	べんきょう	私は日本語を<b>勉強</b>しています。	わたし は にほんご を <b>べんきょう</b> して います	I'm studying Japanese.	0	0
強い	strong	つよい	今日は風が<b>強い</b>。	きょう は かぜ が <b>つよい</b>	There's a strong wind today.	0	0
何	what, which@what, which	なに@なん	夕食には<b>何</b>を食べたいですか。@質問は<b>何</b>ですか。	ゆうしょく に は <b>なに</b> を たべたい です か@しつもん は <b>なん</b> です か	What would you like for supper?@What's the question?	0	0
どれ	what, which	どれ	この中で<b>どれ</b>が好きですか。	この なか で <b>どれ</b> が すき です か	Which of these do you like?	0	0
弱い	weak	よわい	その子は体が少し<b>弱い</b>。	その こ は からだ が すこし <b>よわい</b>	That child has a somewhat weak constitution.	0	0
引く	draw, pull	ひく	このドアは<b>引いて</b>ください。	この どあ は <b>ひいて</b> ください	Please pull this door open.	0	0
質問	question	しつもん	<b>質問</b>のある方はどうぞ。	<b>しつもん</b> の ある かた は どうぞ	Please feel free to ask any questions.	0	0
難しい	difficult	むずかしい	この本は<b>難しい</b>ですね。	この ほん は <b>むずかしい</b> です ね	This book is difficult.	0	0
数	number	かず	グラスの<b>数</b>が足りません。	ぐらす の <b>かず</b> が たりません	There are not enough glasses.	0	0
勝つ	win	かつ	今日はヤンキースが<b>勝った</b>。	きょう は やんきーす が <b>かった</b>	The Yankees won today.	0	0
負ける	lose	まける	私たちのチームはその試合で<b>負けた</b>。	わたしたち の ちーむ は その しあい で <b>まけた</b>	Our team lost the game.	0	0
本当に	really, truly	ほんとうに	あなたが<b>本当に</b>好きです。	あなた が <b>ほんとうに</b> すき です	I really like you.	0	0
要る	need, require	いる	予約は<b>要りません</b>。	よやく は <b>いりません</b>	Reservations are not required.	0	0
ドア	door	ドア	<b>ドア</b>を開けてください。	<b>どあ</b> を あけて ください	Please open the door.	0	0
時計	clock, watch	とけい	<b>時計</b>を見たらちょうど3時だった。	<b>とけい</b> を みたら ちょうど さんじ だった	I looked at the clock and it was exactly three.	0	0
払う	pay	はらう	私が<b>払いましょう</b>。	わたし が <b>はらいましょう</b>	Let me pay for that.	0	0
切る	cut	きる	この紙を半分に<b>切って</b>ください。	この かみ を はんぶん に <b>きって</b> ください	Please cut this paper in half.	0	0
変える	change	かえる	旅行の日程を<b>変えました</b>。	りょこう の にってい を <b>かえました</b>	I changed our travel schedule.	0	0
乗る	ride, take	のる	駅からはタクシーに<b>乗って</b>ください。	えき からは たくしー に <b>のって</b> ください	Please take a taxi from the station.	0	0
もう	already, yet@another, again	もう@もう	彼は<b>もう</b>帰りました。@コーヒーを<b>もう</b>一杯ください。	かれ は <b>もう</b> かえりました 。@こーひー を <b>もう</b> いっぱい ください	He's already gone home.@Please give me another cup of coffee.	0	0
着る	wear, put on	きる	今日はスーツを<b>着ています</b>。	きょう は すーつ を <b>きて います</b>	I'm wearing a suit today.	0	0
立つ	stand, rise	たつ	彼はステージに<b>立った</b>。	かれ は すてーじ に <b>たった</b>	He stood on stage.	0	0
座る	sit, sit down	すわる	私は窓側の席に<b>座った</b>。	わたし は まどがわ の せき に <b>すわった</b>	I sat in a window seat.	0	0
次	next	つぎ	<b>次</b>はいつ会いましょうか。	<b>つぎ</b> は いつ あいましょう か	When shall we meet again?	0	0
しゃべる	chat, talk	しゃべる	彼女はよく<b>しゃべる</b>ね。	かのじょ は よく <b>しゃべる</b> ね	She really likes to chat, doesn't she?	0	0
動く	move	うごく	<b>動かないで</b>。	<b>うごかない で</b>	Freeze!	0	0
働く	work	はたらく	姉は銀行で<b>働いています</b>。	あね は ぎんこう で <b>はたらいています</b>。	My big sister works at a bank.	0	0
早い	early	はやい	まだ学校へ行くには<b>早い</b>時間です。	まだ がっこう へ いく に は <b>はやい</b> じかん です	It's still too early to go to school.	0	0
速い	fast	はやい	彼は走るのが<b>速い</b>。	かれ は はしる の が <b>はやい</b>	He runs fast.	0	0
遅い	slow, late	おそい	前の車はとても<b>遅い</b>。	まえ の くるま は とても <b>おそい</b>	The car in front is very slow.	0	0
よく	often@well	よく@よく	彼女は<b>よく</b>旅行に行きます。@<b>よく</b>答えが分かりましたね。	かのじょ は <b>よく</b> りょこう に いきます@<b>よく</b> こたえ が わかりました ね	She often goes on holiday.@You did well in coming up with the answer.	0	0
始める	begin, start	はじめる	テストを<b>始めて</b>ください。	てすと を <b>はじめて</b> ください	Please start the test.	0	0
始まる	begin	はじまる	新しい仕事が<b>始まりました</b>。	あたらしい しごと が <b>はじまりました</b>	My new job started.	0	0
終わる	finish, end	おわる	会議は4時に<b>終わります</b>。	かいぎ は よじ に <b>おわります</b>	The conference ends at four o'clock.	0	0
終わり	end, conclusion	おわり	夏休みももう<b>終わり</b>だ。	なつやすみ も もう <b>おわり</b> だ	Summer vacation's already over.	0	0
テーブル	table	テーブル	新しい<b>テーブル</b>を買いました。	あたらしい <b>てーぶる</b> を かいました	I bought a new table.	0	0
方	direction, side@person　（polite form)	ほう@かた	彼は私の<b>方</b>を見ました。@次の<b>方</b>、どうぞ。	かれ は わたし の <b>ほう</b> を みました@つぎ の <b>かた</b> どうぞ	He looked at me.@Next please.	0	0
去年	last year	きょねん	私は<b>去年</b>フランスへ行った。	わたし は <b>きょねん</b> ふらんす へ いった	I went to France last year.	0	0
紙	paper	かみ	<b>紙</b>と鉛筆はありますか。	<b>かみ</b> と えんぴつ は あります か	Do you have paper and pencil?	0	0
楽しむ	enjoy	たのしむ	今日は一人の時間を<b>楽しみたい</b>。	きょう は ひとり の じかん を <b>たのしみたい</b>	Today I would like to enjoy some time to myself.	0	0
楽しい	fun, enjoyable	たのしい	彼はとても<b>楽しい</b>人です。	かれ は とても <b>たのしい</b> ひと です	He's very fun to be with.	0	0
歌う	sing	うたう	私たちは大きな声で<b>歌いました</b>。	わたしたち は おおき な こえ で <b>うたいました</b>	We sang loudly.	0	0
欲しい	want, desire	ほしい	僕は新しい靴が<b>欲しい</b>です。	ぼく は あたらしい くつ が <b>ほしい</b> です	I want new shoes.	0	0
色	color	いろ	すてきな<b>色</b>のセーターですね。	すてき な <b>いろ</b> の せーたー です ね	That sweater is a wonderful color.	0	0
茶色	light brown	ちゃいろ	彼女は<b>茶色</b>の靴を履いています。	かのじょ は <b>ちゃいろ</b> の くつ を はいて います	She's wearing brown shoes.	0	0
直ぐ	at once, soon	すぐ	<b>直ぐ</b>行きます。	<b>すぐ</b> いきます	I'll go right away.	0	0
ゲーム	game	ゲーム	私たちはビデオ<b>ゲーム</b>をした。	わたしたち は びでお<b>げーむ</b> を した	We played a video game.	0	0
書き直す	rewrite	かきなおす	この書類を<b>書き直して</b>ください。	この しょるい を <b>かきなおして</b> ください	Please rewrite this document.	0	0
直る	be repaired, return to normal	なおる	クーラーはまだ<b>直りません</b>。	くーらー は まだ <b>なおりません</b>	The air conditioner hasn't been repaired yet.	0	0
線	line	せん	赤い<b>線</b>を2本引いて下さい。	あかい <b>せん</b> を に ほん ひいて ください	Please draw two red lines.	0	0
曲がる	turn	まがる	そこを左に<b>曲がって</b>ください。	そこ を ひだり に <b>まがって</b> ください	Please turn left there.	0	0
同じ	same, identical	おなじ	彼の日本語のレベルは私と<b>同じ</b>位だ。	かれ の にほんご の れべる は わたし と <b>おなじ</b> くらい だ	His Japanese level is about the same as mine.	0	0
違う	differ, be wrong	ちがう	答えが<b>違います</b>。	こたえ が <b>ちがいます</b>	That's the wrong answer.	0	0
図書館	library	としょかん	<b>図書館</b>で料理の本を借りた。	<b>としょかん</b> で りょうり の ほん を かりた	I borrowed a cookbook from the library.	0	0
泊まる	stay overnight	とまる	今日はこのホテルに<b>泊まります</b>。	きょう は この ほてる に <b>とまります</b>	I'm staying at this hotel today.	0	0
遊ぶ	play	あそぶ	子供たちが公園で<b>遊んでいる</b>。	こどもたち が こうえん で <b>あそんで いる</b>	The children are playing in the park.	0	0
どうして	why	どうして	<b>どうして</b>泣いているの。	<b>どうして</b> ないて いる の	Why are you crying?	0	0
服	clothes	ふく	昨日、新しい<b>服</b>を買った。	きのう あたらしい <b>ふく</b> を かった	I bought some new clothes yesterday.	0	0
